921379318674
32153616981 32153616981
2763560252 2763560252
15328077020 15328077020
76224804789 76224804789
21256044614 21256044614
50983313266 50983313266
39516908034 39516908034
87482098583 87482098583
39547088567 39547088567
73290073870 73290073870
35831192321 35831192321
5214098762 5214098762
61460831918 61460831918
26497331561 26497331561
91697310706 91697310706
67381354521 67381354521
36769532266 36769532266
72496867664 72496867664
5282876675 5282876675
8696022797 8696022797
65438100703 65438100703
74842336303 74842336303
54973268338 54973268338
52627447388 52627447388
94710358161 94710358161
81251923705 81251923705
58489254244 58489254244
33170216275 33170216275
10466639127 10466639127
50448727884 50448727884
2822236981 2822236981
52070256271 52070256271
27369215320 27369215320
37758846919 37758846919
19731804608 19731804608
61411378150 61411378150
15753595841 15753595841
33038911344 33038911344
59439472214 59439472214
25048993416 25048993416
27038678255 27038678255
22738358896 22738358896
60120548540 60120548540
70253467529 70253467529
74906743580 74906743580
21726474747 21726474747
14490124885 14490124885
61893181800 61893181800
7123656142 7123656142
49769207027 49769207027
64512773536 64512773536
69978097696 69978097696
53331664462 53331664462
24873050953 24873050953
88130678179 88130678179
48943810525 48943810525
39308315748 39308315748
93371142400 93371142400
66467522404 66467522404
89555513166 89555513166
68628092555 68628092555
8344380127 8344380127
34920866640 34920866640
78565502182 78565502182
73109821050 73109821050
10562193489 10562193489
57159830660 57159830660
96920661295 96920661295
55134967735 55134967735
71146377462 71146377462
43362878824 43362878824
8494981150 8494981150
61771759890 61771759890
69515196504 69515196504
50457775830 50457775830
19196591903 19196591903
64762129613 64762129613
27561329387 27561329387
48316089600 48316089600
18063198195 18063198195
56976288930 56976288930
11445482921 11445482921
63712809047 63712809047
69993787084 69993787084
62508787025 62508787025
66911928195 66911928195
98797456100 98797456100
49626325232 49626325232
16548537989 16548537989
88981718824 88981718824
30811683559 30811683559
57862400738 57862400738
73503593277 73503593277
5722181710 5722181710
78003518472 78003518472
37881376455 37881376455
90503666379 90503666379
18574893394 18574893394
75312357713 75312357713
32579574424 32579574424
$
huristic:
	[98797456100, 96920661295, 94710358161, 93371142400, 91697310706, 90503666379, 89555513166, 88981718824, 88130678179, 39516908034, 30811683559, 8494981150, 7123656142, 2763560252]
	we approximate sum to: 921379294347
